TICKER,GROUP
HDFCBANK,NIFTY 50
HDFCLIFE,NIFTY 50
SUNPHARMA,NIFTY 50
EICHERMOT,NIFTY 50
NESTLEIND,NIFTY 50
HDFC,NIFTY 50
IOC,NIFTY 50
BAJAJFINSV,NIFTY 50
RELIANCE,NIFTY 50
BHARTIARTL,NIFTY 50
BAJFINANCE,NIFTY 50
TCS,NIFTY 50
COALINDIA,NIFTY 50
ADANIPORTS,NIFTY 50
TECHM,NIFTY 50
ULTRACEMCO,NIFTY 50
M&M,NIFTY 50
KOTAKBANK,NIFTY 50
AXISBANK,NIFTY 50
WIPRO,NIFTY 50
SHREECEM,NIFTY 50
ICICIBANK,NIFTY 50
ONGC,NIFTY 50
GRASIM,NIFTY 50
SBILIFE,NIFTY 50
HINDUNILVR,NIFTY 50
BPCL,NIFTY 50
INDUSINDBK,NIFTY 50
JSWSTEEL,NIFTY 50
HINDALCO,NIFTY 50
TATASTEEL,NIFTY 50
TATAMOTORS,NIFTY AUTO
AMARAJABAT,NIFTY AUTO
MOTHERSUMI,NIFTY AUTO
MARUTI,NIFTY AUTO
BALKRISIND,NIFTY AUTO
BOSCHLTD,NIFTY AUTO
HEROMOTOCO,NIFTY AUTO
EXIDEIND,NIFTY AUTO
BAJAJ-AUTO,NIFTY AUTO
BHARATFORG,NIFTY AUTO
EICHERMOT,NIFTY AUTO
TVSMOTOR,NIFTY AUTO
MRF,NIFTY AUTO
ASHOKLEY,NIFTY AUTO
M&M,NIFTY AUTO
GODREJCP,NIFTY FMCG
MCDOWELL-N,NIFTY FMCG
DABUR,NIFTY FMCG
EMAMILTD,NIFTY FMCG
BRITANNIA,NIFTY FMCG
COLPAL,NIFTY FMCG
UBL,NIFTY FMCG
JUBLFOOD,NIFTY FMCG
ITC,NIFTY FMCG
TATACONSUM,NIFTY FMCG
PGHH,NIFTY FMCG
NESTLEIND,NIFTY FMCG
VBL,NIFTY FMCG
MARICO,NIFTY FMCG
HINDUNILVR,NIFTY FMCG
VENKEYS,NIFTY SMALLCAP 250
CHAMBLFERT,NIFTY SMALLCAP 250
NFL,NIFTY SMALLCAP 250
UCOBANK,NIFTY SMALLCAP 250
CENTRALBK,NIFTY SMALLCAP 250
ALKYLAMINE,NIFTY SMALLCAP 250
KRBL,NIFTY SMALLCAP 250
PRSMJOHNSN,NIFTY SMALLCAP 250
SPARC,NIFTY SMALLCAP 250
TASTYBITE,NIFTY SMALLCAP 250
ALOKINDS,NIFTY SMALLCAP 250
AVANTIFEED,NIFTY SMALLCAP 250
KARURVYSYA,NIFTY SMALLCAP 250
MASFIN,NIFTY SMALLCAP 250
GRSE,NIFTY SMALLCAP 250
INDIANB,NIFTY SMALLCAP 250
PNBHOUSING,NIFTY SMALLCAP 250
BIRLACORPN,NIFTY SMALLCAP 250
ASHOKA,NIFTY SMALLCAP 250
FSL,NIFTY SMALLCAP 250
KNRCON,NIFTY SMALLCAP 250
IRCON,NIFTY SMALLCAP 250
BSE,NIFTY SMALLCAP 250
FINCABLES,NIFTY SMALLCAP 250
SPICEJET,NIFTY SMALLCAP 250
RCF,NIFTY SMALLCAP 250
SIS,NIFTY SMALLCAP 250
BALAMINES,NIFTY SMALLCAP 250
IOB,NIFTY SMALLCAP 250
MMTC,NIFTY SMALLCAP 250
SOLARA,NIFTY SMALLCAP 250
PNCINFRA,NIFTY SMALLCAP 250
GULFOILLUB,NIFTY SMALLCAP 250
SUNTECK,NIFTY SMALLCAP 250
COCHINSHIP,NIFTY SMALLCAP 250
UJJIVANSFB,NIFTY SMALLCAP 250
CENTURYTEX,NIFTY SMALLCAP 250
JSL,NIFTY SMALLCAP 250
MAHABANK,NIFTY SMALLCAP 250
VALIANTORG,NIFTY SMALLCAP 250
MRPL,NIFTY SMALLCAP 250
INDIACEM,NIFTY SMALLCAP 250
UJJIVAN,NIFTY SMALLCAP 250
HEMIPROP,NIFTY SMALLCAP 250
RITES,NIFTY SMALLCAP 250
VTL,NIFTY SMALLCAP 250
RALLIS,NIFTY SMALLCAP 250
DCBBANK,NIFTY SMALLCAP 250
WOCKPHARMA,NIFTY SMALLCAP 250
TATAINVEST,NIFTY SMALLCAP 250
VAKRANGEE,NIFTY SMALLCAP 250
STLTECH,NIFTY SMALLCAP 250
PVR,NIFTY SMALLCAP 250
ADVENZYMES,NIFTY SMALLCAP 250
CAMS,NIFTY SMALLCAP 250
DHANUKA,NIFTY SMALLCAP 250
BRIGADE,NIFTY SMALLCAP 250
HEIDELBERG,NIFTY SMALLCAP 250
ICIL,NIFTY SMALLCAP 250
ZENSARTECH,NIFTY SMALLCAP 250
EIHOTEL,NIFTY SMALLCAP 250
GPPL,NIFTY SMALLCAP 250
EPL,NIFTY SMALLCAP 250
FDC,NIFTY SMALLCAP 250
SUPPETRO,NIFTY SMALLCAP 250
CDSL,NIFTY SMALLCAP 250
IFBIND,NIFTY SMALLCAP 250
JTEKTINDIA,NIFTY SMALLCAP 250
JKLAKSHMI,NIFTY SMALLCAP 250
BURGERKING,NIFTY SMALLCAP 250
CEATLTD,NIFTY SMALLCAP 250
KALPATPOWR,NIFTY SMALLCAP 250
NH,NIFTY SMALLCAP 250
KSCL,NIFTY SMALLCAP 250
KSB,NIFTY SMALLCAP 250
RVNL,NIFTY SMALLCAP 250
VIPIND,NIFTY SMALLCAP 250
SHRIRAMCIT,NIFTY SMALLCAP 250
INFIBEAM,NIFTY SMALLCAP 250
FCONSUMER,NIFTY SMALLCAP 250
NESCO,NIFTY SMALLCAP 250
FRETAIL,NIFTY SMALLCAP 250
NLCINDIA,NIFTY SMALLCAP 250
SWANENERGY,NIFTY SMALLCAP 250
INOXLEISUR,NIFTY SMALLCAP 250
JYOTHYLAB,NIFTY SMALLCAP 250
WABCOINDIA,NIFTY SMALLCAP 250
GMMPFAUDLR,NIFTY SMALLCAP 250
DELTACORP,NIFTY SMALLCAP 250
LEMONTREE,NIFTY SMALLCAP 250
KEC,NIFTY SMALLCAP 250
CSBBANK,NIFTY SMALLCAP 250
ELGIEQUIP,NIFTY SMALLCAP 250
EQUITAS,NIFTY SMALLCAP 250
CENTURYPLY,NIFTY SMALLCAP 250
LUXIND,NIFTY SMALLCAP 250
CGCL,NIFTY SMALLCAP 250
JAMNAAUTO,NIFTY SMALLCAP 250
BEML,NIFTY SMALLCAP 250
APLAPOLLO,NIFTY SMALLCAP 250
QUESS,NIFTY SMALLCAP 250
FINPIPE,NIFTY SMALLCAP 250
POWERINDIA,NIFTY SMALLCAP 250
KEI,NIFTY SMALLCAP 250
JCHAC,NIFTY SMALLCAP 250
NBCC,NIFTY SMALLCAP 250
CERA,NIFTY SMALLCAP 250
SYMPHONY,NIFTY SMALLCAP 250
KPITTECH,NIFTY SMALLCAP 250
BLUESTARCO,NIFTY SMALLCAP 250
STARCEMENT,NIFTY SMALLCAP 250
VSTIND,NIFTY SMALLCAP 250
GALAXYSURF,NIFTY SMALLCAP 250
LAXMIMACH,NIFTY SMALLCAP 250
SFL,NIFTY SMALLCAP 250
POLYMED,NIFTY SMALLCAP 250
JUSTDIAL,NIFTY SMALLCAP 250
KAJARIACER,NIFTY SMALLCAP 250
TANLA,NIFTY SMALLCAP 250
AMBER,NIFTY SMALLCAP 250
MOIL,NIFTY SMALLCAP 250
RADICO,NIFTY SMALLCAP 250
CYIENT,NIFTY SMALLCAP 250
ROUTE,NIFTY SMALLCAP 250
SONATSOFTW,NIFTY SMALLCAP 250
GREAVESCOT,NIFTY SMALLCAP 250
VARROC,NIFTY SMALLCAP 250
GEPIL,NIFTY SMALLCAP 250
MCX,NIFTY SMALLCAP 250
GNFC,NIFTY SMALLCAP 250
CHALET,NIFTY SMALLCAP 250
SPANDANA,NIFTY SMALLCAP 250
BSOFT,NIFTY SMALLCAP 250
SOBHA,NIFTY SMALLCAP 250
SUNCLAYLTD,NIFTY SMALLCAP 250
CANFINHOME,NIFTY SMALLCAP 250
DISHTV,NIFTY SMALLCAP 250
MAHSCOOTER,NIFTY SMALLCAP 250
GAEL,NIFTY SMALLCAP 250
IDFC,NIFTY SMALLCAP 250
AEGISCHEM,NIFTY SMALLCAP 250
ERIS,NIFTY SMALLCAP 250
GODFRYPHLP,NIFTY SMALLCAP 250
RESPONIND,NIFTY SMALLCAP 250
MHRIL,NIFTY SMALLCAP 250
IEX,NIFTY SMALLCAP 250
SUPRAJIT,NIFTY SMALLCAP 250
KPRMILL,NIFTY SMALLCAP 250
IRB,NIFTY SMALLCAP 250
ANGELBRKG,NIFTY SMALLCAP 250
INDOCO,NIFTY SMALLCAP 250
MAHLOG,NIFTY SMALLCAP 250
TIMKEN,NIFTY SMALLCAP 250
NILKAMAL,NIFTY SMALLCAP 250
VMART,NIFTY SMALLCAP 250
CARBORUNIV,NIFTY SMALLCAP 250
MIDHANI,NIFTY SMALLCAP 250
RAYMOND,NIFTY SMALLCAP 250
SHARDACROP,NIFTY SMALLCAP 250
WELCORP,NIFTY SMALLCAP 250
DBL,NIFTY SMALLCAP 250
GARFIBRES,NIFTY SMALLCAP 250
BLUEDART,NIFTY SMALLCAP 250
BALMLAWRIE,NIFTY SMALLCAP 250
WESTLIFE,NIFTY SMALLCAP 250
AFFLE,NIFTY SMALLCAP 250
INGERRAND,NIFTY SMALLCAP 250
AARTIDRUGS,NIFTY SMALLCAP 250
NOCIL,NIFTY SMALLCAP 250
JKPAPER,NIFTY SMALLCAP 250
GUJALKALI,NIFTY SMALLCAP 250
CAPLIPOINT,NIFTY SMALLCAP 250
IIFL,NIFTY SMALLCAP 250
RAIN,NIFTY SMALLCAP 250
BASF,NIFTY SMALLCAP 250
PHILIPCARB,NIFTY SMALLCAP 250
EDELWEISS,NIFTY SMALLCAP 250
WELSPUNIND,NIFTY SMALLCAP 250
POLYPLEX,NIFTY SMALLCAP 250
ORIENTREF,NIFTY SMALLCAP 250
TEAMLEASE,NIFTY SMALLCAP 250
SHOPERSTOP,NIFTY SMALLCAP 250
REDINGTON,NIFTY SMALLCAP 250
NETWORK18,NIFTY SMALLCAP 250
ASTERDM,NIFTY SMALLCAP 250
MAHINDCIE,NIFTY SMALLCAP 250
BAJAJCON,NIFTY SMALLCAP 250
MAHSEAMLES,NIFTY SMALLCAP 250
IBREALEST,NIFTY SMALLCAP 250
JSLHISAR,NIFTY SMALLCAP 250
NCC,NIFTY SMALLCAP 250
SUDARSCHEM,NIFTY SMALLCAP 250
ORIENTELEC,NIFTY SMALLCAP 250
BAJAJELEC,NIFTY SMALLCAP 250
IOLCP,NIFTY SMALLCAP 250
MAZDOCK,NIFTY SMALLCAP 250
GSFC,NIFTY SMALLCAP 250
FINEORG,NIFTY SMALLCAP 250
FLUOROCHEM,NIFTY SMALLCAP 250
BALRAMCHIN,NIFTY SMALLCAP 250
HUDCO,NIFTY SMALLCAP 250
LAOPALA,NIFTY SMALLCAP 250
SHILPAMED,NIFTY SMALLCAP 250
HFCL,NIFTY SMALLCAP 250
TCNSBRANDS,NIFTY SMALLCAP 250
PRINCEPIPE,NIFTY SMALLCAP 250
MINDACORP,NIFTY SMALLCAP 250
BDL,NIFTY SMALLCAP 250
UFLEX,NIFTY SMALLCAP 250
THYROCARE,NIFTY SMALLCAP 250
BHARATRAS,NIFTY SMALLCAP 250
JKTYRE,NIFTY SMALLCAP 250
TCIEXP,NIFTY SMALLCAP 250
EIDPARRY,NIFTY SMALLCAP 250
LINDEINDIA,NIFTY SMALLCAP 250
RATNAMANI,NIFTY SMALLCAP 250
HSCL,NIFTY SMALLCAP 250
ECLERX,NIFTY SMALLCAP 250
TRITURBINE,NIFTY SMALLCAP 250
STAR,NIFTY SMALLCAP 250
HEG,NIFTY SMALLCAP 250
ASAHIINDIA,NIFTY SMALLCAP 250
JBCHEPHARM,NIFTY SMALLCAP 250
GESHIP,NIFTY SMALLCAP 250
JINDALSAW,NIFTY SMALLCAP 250
GRAPHITE,NIFTY SMALLCAP 250
ENGINERSIN,NIFTY SMALLCAP 250
GRINDWELL,NIFTY SMALLCAP 250
TV18BRDCST,NIFTY SMALLCAP 250
SCHNEIDER,NIFTY SMALLCAP 250
TATACOFFEE,NIFTY SMALLCAP 250
VAIBHAVGBL,NIFTY SMALLCAP 250
ROSSARI,NIFTY SMALLCAP 250
SWSOLAR,NIFTY SMALLCAP 250
UTIAMC,NIFTY SMALLCAP 250
NATIONALUM,NIFTY SMALLCAP 250
TRIDENT,NIFTY SMALLCAP 250
HINDCOPPER,NIFTY SMALLCAP 250
ALEMBICLTD,NIFTY SMALLCAP 250
HUHTAMAKI,NIFTY SMALLCAP 250
CCL,NIFTY SMALLCAP 250
SCI,NIFTY SMALLCAP 250
HAPPSTMNDS,NIFTY SMALLCAP 250
SEQUENT,NIFTY SMALLCAP 250
GRANULES,NIFTY SMALLCAP 250
DCMSHRIRAM,NIFTY SMALLCAP 250
SUZLON,NIFTY SMALLCAP 250
INTELLECT,NIFTY SMALLCAP 250
BLISSGVS,NIFTY SMALLCAP 250
DCAL,NIFTY SMALLCAP 250
YESBANK,NIFTY PRIVATE BANK
RBLBANK,NIFTY PRIVATE BANK
FEDERALBNK,NIFTY PRIVATE BANK
HDFCBANK,NIFTY PRIVATE BANK
BANDHANBNK,NIFTY PRIVATE BANK
IDFCFIRSTB,NIFTY PRIVATE BANK
KOTAKBANK,NIFTY PRIVATE BANK
AXISBANK,NIFTY PRIVATE BANK
ICICIBANK,NIFTY PRIVATE BANK
INDUSINDBK,NIFTY PRIVATE BANK
NMDC,NIFTY METAL
HINDZINC,NIFTY METAL
APLAPOLLO,NIFTY METAL
MOIL,NIFTY METAL
COALINDIA,NIFTY METAL
ADANIENT,NIFTY METAL
WELCORP,NIFTY METAL
VEDL,NIFTY METAL
RATNAMANI,NIFTY METAL
JSWSTEEL,NIFTY METAL
HINDALCO,NIFTY METAL
JINDALSTEL,NIFTY METAL
TATASTEEL,NIFTY METAL
NATIONALUM,NIFTY METAL
SAIL,NIFTY METAL
POWERGRID,NIFTY ENERGY
NTPC,NIFTY ENERGY
GAIL,NIFTY ENERGY
IOC,NIFTY ENERGY
RELIANCE,NIFTY ENERGY
HINDPETRO,NIFTY ENERGY
TATAPOWER,NIFTY ENERGY
ONGC,NIFTY ENERGY
ADANIGREEN,NIFTY ENERGY
BPCL,NIFTY ENERGY
IDEA,NIFTY MIDCAP 150
GODREJIND,NIFTY MIDCAP 150
UNIONBANK,NIFTY MIDCAP 150
BANKINDIA,NIFTY MIDCAP 150
BANKBARODA,NIFTY MIDCAP 150
HONAUT,NIFTY MIDCAP 150
TATACHEM,NIFTY MIDCAP 150
AIAENG,NIFTY MIDCAP 150
CASTROLIND,NIFTY MIDCAP 150
AJANTPHARM,NIFTY MIDCAP 150
CESC,NIFTY MIDCAP 150
ZEEL,NIFTY MIDCAP 150
ABB,NIFTY MIDCAP 150
ABFRL,NIFTY MIDCAP 150
METROPOLIS,NIFTY MIDCAP 150
OBEROIRLTY,NIFTY MIDCAP 150
SKFINDIA,NIFTY MIDCAP 150
AMARAJABAT,NIFTY MIDCAP 150
BBTC,NIFTY MIDCAP 150
VINATIORGA,NIFTY MIDCAP 150
AAVAS,NIFTY MIDCAP 150
IBULHSGFIN,NIFTY MIDCAP 150
ISEC,NIFTY MIDCAP 150
COROMANDEL,NIFTY MIDCAP 150
SUNTV,NIFTY MIDCAP 150
CANBK,NIFTY MIDCAP 150
NAVINFLUOR,NIFTY MIDCAP 150
3MINDIA,NIFTY MIDCAP 150
BALKRISIND,NIFTY MIDCAP 150
AARTIIND,NIFTY MIDCAP 150
RBLBANK,NIFTY MIDCAP 150
HINDZINC,NIFTY MIDCAP 150
OIL,NIFTY MIDCAP 150
GSPL,NIFTY MIDCAP 150
GILLETTE,NIFTY MIDCAP 150
KANSAINER,NIFTY MIDCAP 150
SJVN,NIFTY MIDCAP 150
ASTRAL,NIFTY MIDCAP 150
BAYERCROP,NIFTY MIDCAP 150
HAL,NIFTY MIDCAP 150
EMAMILTD,NIFTY MIDCAP 150
RELAXO,NIFTY MIDCAP 150
NHPC,NIFTY MIDCAP 150
CRISIL,NIFTY MIDCAP 150
CUMMINSIND,NIFTY MIDCAP 150
IDBI,NIFTY MIDCAP 150
HATSUN,NIFTY MIDCAP 150
VGUARD,NIFTY MIDCAP 150
GLAXO,NIFTY MIDCAP 150
TRENT,NIFTY MIDCAP 150
TATACOMM,NIFTY MIDCAP 150
RAJESHEXPO,NIFTY MIDCAP 150
PHOENIXLTD,NIFTY MIDCAP 150
SRTRANSFIN,NIFTY MIDCAP 150
GODREJAGRO,NIFTY MIDCAP 150
SRF,NIFTY MIDCAP 150
TIINDIA,NIFTY MIDCAP 150
LTTS,NIFTY MIDCAP 150
FEDERALBNK,NIFTY MIDCAP 150
EXIDEIND,NIFTY MIDCAP 150
NATCOPHARM,NIFTY MIDCAP 150
TATAELXSI,NIFTY MIDCAP 150
DIXON,NIFTY MIDCAP 150
JKCEMENT,NIFTY MIDCAP 150
APLLTD,NIFTY MIDCAP 150
SCHAEFFLER,NIFTY MIDCAP 150
TORNTPOWER,NIFTY MIDCAP 150
SUNDARMFIN,NIFTY MIDCAP 150
ABCAPITAL,NIFTY MIDCAP 150
GLENMARK,NIFTY MIDCAP 150
TTKPRESTIG,NIFTY MIDCAP 150
LICHSGFIN,NIFTY MIDCAP 150
CUB,NIFTY MIDCAP 150
ESCORTS,NIFTY MIDCAP 150
PGHL,NIFTY MIDCAP 150
PRESTIGE,NIFTY MIDCAP 150
DEEPAKNTR,NIFTY MIDCAP 150
DALBHARAT,NIFTY MIDCAP 150
CHOLAHLDNG,NIFTY MIDCAP 150
MANAPPURAM,NIFTY MIDCAP 150
RAMCOCEM,NIFTY MIDCAP 150
MINDAIND,NIFTY MIDCAP 150
POLYCAB,NIFTY MIDCAP 150
GICRE,NIFTY MIDCAP 150
INDHOTEL,NIFTY MIDCAP 150
JMFINANCIL,NIFTY MIDCAP 150
BHARATFORG,NIFTY MIDCAP 150
ASTRAZEN,NIFTY MIDCAP 150
ZYDUSWELL,NIFTY MIDCAP 150
COFORGE,NIFTY MIDCAP 150
IPCALAB,NIFTY MIDCAP 150
SOLARINDS,NIFTY MIDCAP 150
APOLLOTYRE,NIFTY MIDCAP 150
ENDURANCE,NIFTY MIDCAP 150
SUVENPHAR,NIFTY MIDCAP 150
RECLTD,NIFTY MIDCAP 150
CREDITACC,NIFTY MIDCAP 150
GUJGASLTD,NIFTY MIDCAP 150
LAURUSLABS,NIFTY MIDCAP 150
AKZOINDIA,NIFTY MIDCAP 150
PIIND,NIFTY MIDCAP 150
SANOFI,NIFTY MIDCAP 150
SUMICHEM,NIFTY MIDCAP 150
GODREJPROP,NIFTY MIDCAP 150
PFC,NIFTY MIDCAP 150
VBL,NIFTY MIDCAP 150
CROMPTON,NIFTY MIDCAP 150
AUBANK,NIFTY MIDCAP 150
SUNDRMFAST,NIFTY MIDCAP 150
PFIZER,NIFTY MIDCAP 150
BATAINDIA,NIFTY MIDCAP 150
ATUL,NIFTY MIDCAP 150
NAM-INDIA,NIFTY MIDCAP 150
SYNGENE,NIFTY MIDCAP 150
TVSMOTOR,NIFTY MIDCAP 150
OFSS,NIFTY MIDCAP 150
BEL,NIFTY MIDCAP 150
MINDTREE,NIFTY MIDCAP 150
TATAPOWER,NIFTY MIDCAP 150
IDFCFIRSTB,NIFTY MIDCAP 150
ATGL,NIFTY MIDCAP 150
M&MFIN,NIFTY MIDCAP 150
ASHOKLEY,NIFTY MIDCAP 150
DHANI,NIFTY MIDCAP 150
NIACL,NIFTY MIDCAP 150
IIFLWAM,NIFTY MIDCAP 150
LALPATHLAB,NIFTY MIDCAP 150
PAGEIND,NIFTY MIDCAP 150
GMRINFRA,NIFTY MIDCAP 150
L&TFH,NIFTY MIDCAP 150
JSWENERGY,NIFTY MIDCAP 150
WHIRLPOOL,NIFTY MIDCAP 150
FORTIS,NIFTY MIDCAP 150
BHEL,NIFTY MIDCAP 150
CONCOR,NIFTY MIDCAP 150
MGL,NIFTY MIDCAP 150
MPHASIS,NIFTY MIDCAP 150
SUPREMEIND,NIFTY MIDCAP 150
IRCTC,NIFTY MIDCAP 150
MOTILALOFS,NIFTY MIDCAP 150
MFSL,NIFTY MIDCAP 150
ITI,NIFTY MIDCAP 150
INDIAMART,NIFTY MIDCAP 150
PERSISTENT,NIFTY MIDCAP 150
JINDALSTEL,NIFTY MIDCAP 150
VOLTAS,NIFTY MIDCAP 150
CHOLAFIN,NIFTY MIDCAP 150
THERMAX,NIFTY MIDCAP 150
MAXHEALTH,NIFTY MIDCAP 150
SAIL,NIFTY MIDCAP 150
OBEROIRLTY,NIFTY REALTY
SUNTECK,NIFTY REALTY
HEMIPROP,NIFTY REALTY
BRIGADE,NIFTY REALTY
PHOENIXLTD,NIFTY REALTY
DLF,NIFTY REALTY
PRESTIGE,NIFTY REALTY
SOBHA,NIFTY REALTY
GODREJPROP,NIFTY REALTY
IBREALEST,NIFTY REALTY
SBIN,NIFTY FINANCIAL SERVICES 25/50
HDFCAMC,NIFTY FINANCIAL SERVICES 25/50
PEL,NIFTY FINANCIAL SERVICES 25/50
SRTRANSFIN,NIFTY FINANCIAL SERVICES 25/50
ICICIGI,NIFTY FINANCIAL SERVICES 25/50
HDFCBANK,NIFTY FINANCIAL SERVICES 25/50
HDFCLIFE,NIFTY FINANCIAL SERVICES 25/50
HDFC,NIFTY FINANCIAL SERVICES 25/50
RECLTD,NIFTY FINANCIAL SERVICES 25/50
BAJAJFINSV,NIFTY FINANCIAL SERVICES 25/50
BAJFINANCE,NIFTY FINANCIAL SERVICES 25/50
PFC,NIFTY FINANCIAL SERVICES 25/50
M&MFIN,NIFTY FINANCIAL SERVICES 25/50
KOTAKBANK,NIFTY FINANCIAL SERVICES 25/50
AXISBANK,NIFTY FINANCIAL SERVICES 25/50
MUTHOOTFIN,NIFTY FINANCIAL SERVICES 25/50
ICICIBANK,NIFTY FINANCIAL SERVICES 25/50
ICICIPRULI,NIFTY FINANCIAL SERVICES 25/50
SBILIFE,NIFTY FINANCIAL SERVICES 25/50
CHOLAFIN,NIFTY FINANCIAL SERVICES 25/50
SBIN,NIFTY FINANCIAL SERVICES
HDFCAMC,NIFTY FINANCIAL SERVICES
PEL,NIFTY FINANCIAL SERVICES
SRTRANSFIN,NIFTY FINANCIAL SERVICES
ICICIGI,NIFTY FINANCIAL SERVICES
HDFCBANK,NIFTY FINANCIAL SERVICES
HDFCLIFE,NIFTY FINANCIAL SERVICES
HDFC,NIFTY FINANCIAL SERVICES
RECLTD,NIFTY FINANCIAL SERVICES
BAJAJFINSV,NIFTY FINANCIAL SERVICES
BAJFINANCE,NIFTY FINANCIAL SERVICES
PFC,NIFTY FINANCIAL SERVICES
M&MFIN,NIFTY FINANCIAL SERVICES
KOTAKBANK,NIFTY FINANCIAL SERVICES
AXISBANK,NIFTY FINANCIAL SERVICES
MUTHOOTFIN,NIFTY FINANCIAL SERVICES
ICICIBANK,NIFTY FINANCIAL SERVICES
ICICIPRULI,NIFTY FINANCIAL SERVICES
SBILIFE,NIFTY FINANCIAL SERVICES
CHOLAFIN,NIFTY FINANCIAL SERVICES
LTI,NIFTY IT
HCLTECH,NIFTY IT
INFY,NIFTY IT
COFORGE,NIFTY IT
TCS,NIFTY IT
OFSS,NIFTY IT
TECHM,NIFTY IT
MINDTREE,NIFTY IT
WIPRO,NIFTY IT
MPHASIS,NIFTY IT
GODREJCP,NIFTY NEXT 50
PNB,NIFTY NEXT 50
CADILAHC,NIFTY NEXT 50
SIEMENS,NIFTY NEXT 50
NMDC,NIFTY NEXT 50
YESBANK,NIFTY NEXT 50
MOTHERSUMI,NIFTY NEXT 50
LTI,NIFTY NEXT 50
LUPIN,NIFTY NEXT 50
MCDOWELL-N,NIFTY NEXT 50
PETRONET,NIFTY NEXT 50
HDFCAMC,NIFTY NEXT 50
BOSCHLTD,NIFTY NEXT 50
DABUR,NIFTY NEXT 50
INDIGO,NIFTY NEXT 50
SBICARD,NIFTY NEXT 50
COLPAL,NIFTY NEXT 50
TORNTPHARM,NIFTY NEXT 50
PEL,NIFTY NEXT 50
UBL,NIFTY NEXT 50
DMART,NIFTY NEXT 50
ADANITRANS,NIFTY NEXT 50
BAJAJHLDNG,NIFTY NEXT 50
ICICIGI,NIFTY NEXT 50
DLF,NIFTY NEXT 50
JUBLFOOD,NIFTY NEXT 50
ABBOTINDIA,NIFTY NEXT 50
PIDILITIND,NIFTY NEXT 50
GAIL,NIFTY NEXT 50
BIOCON,NIFTY NEXT 50
PGHH,NIFTY NEXT 50
BERGEPAINT,NIFTY NEXT 50
BANDHANBNK,NIFTY NEXT 50
ALKEM,NIFTY NEXT 50
ACC,NIFTY NEXT 50
IGL,NIFTY NEXT 50
ADANIENT,NIFTY NEXT 50
HINDPETRO,NIFTY NEXT 50
AUROPHARMA,NIFTY NEXT 50
MRF,NIFTY NEXT 50
VEDL,NIFTY NEXT 50
INDUSTOWER,NIFTY NEXT 50
HAVELLS,NIFTY NEXT 50
MARICO,NIFTY NEXT 50
AMBUJACEM,NIFTY NEXT 50
APOLLOHOSP,NIFTY NEXT 50
MUTHOOTFIN,NIFTY NEXT 50
ADANIGREEN,NIFTY NEXT 50
NAUKRI,NIFTY NEXT 50
ICICIPRULI,NIFTY NEXT 50
ZEEL,NIFTY MEDIA
PVR,NIFTY MEDIA
SUNTV,NIFTY MEDIA
INOXLEISUR,NIFTY MEDIA
JAGRAN,NIFTY MEDIA
DBCORP,NIFTY MEDIA
TVTODAY,NIFTY MEDIA
DISHTV,NIFTY MEDIA
NETWORK18,NIFTY MEDIA
TV18BRDCST,NIFTY MEDIA
